Var1	Var2	Var3	Var4	Var5	Var6	y
64698	0	2	1	0	2	1	0
64699	0	1	3	3	2	2	0
64700	2	1	1	1	0	1	0
64701	1	2	0	1	0	0	0
64702	2	0	3	0	0	1	0
64703	2	1	2	1	1	3	0
64704	0	0	1	1	0	1	0
64705	0	0	0	2	0	0	0
64706	1	1	0	0	0	0	0
64707	1	1	1	0	0	1	0
64708	1	0	1	1	1	1	0
64709	0	0	0	0	1	2	0
64710	1	1	1	2	1	2	0
64711	3	0	1	0	1	1	0
64712	3	0	1	3	1	0	0
64713	2	1	2	2	1	2	0
64714	1	1	2	2	1	0	0
64715	0	2	0	2	1	1	0
64716	1	1	0	1	0	1	0
64717	0	1	1	1	0	3	0
64718	0	1	1	0	0	2	0
64719	0	0	0	0	0	0	0
64720	2	1	1	3	1	2	0
64721	2	3	3	2	0	2	0
64722	1	2	1	1	1	2	0
64723	3	0	1	1	2	1	0
64724	0	3	0	0	2	1	1
64725	2	0	0	1	1	0	0
64726	0	0	0	1	0	0	1
64727	0	3	0	2	1	0	1
64728	0	1	1	0	0	1	0
64729	2	2	2	1	1	1	0
64730	1	1	0	1	1	1	0
64731	3	0	2	0	0	0	0
64732	2	1	1	0	3	2	0
64733	2	1	1	2	1	0	0
64734	0	1	0	1	0	0	0
64735	1	2	0	0	1	0	0
64736	2	1	2	0	0	1	0
64737	0	0	1	1	1	1	0
64738	1	2	1	2	0	0	0
64739	1	2	3	1	0	1	0
64740	0	0	1	1	0	0	0
64741	1	0	1	2	2	3	0
64742	0	0	0	0	0	1	0
64743	0	2	0	0	2	1	0
64744	1	1	2	0	0	0	0
64745	1	0	1	1	1	2	0
64746	3	2	1	1	1	3	0
64747	2	0	0	1	3	0	0
64748	0	1	0	2	1	2	0
64749	2	2	0	0	0	3	1
64750	3	1	2	0	3	2	0
64751	3	0	1	1	0	2	0
64752	0	1	0	1	1	1	0
64753	0	0	0	3	1	1	0
64754	0	0	1	0	3	2	0
64755	3	2	0	1	2	0	0
64756	0	0	0	1	0	2	0
64757	1	2	0	0	1	1	1
64758	0	2	1	0	1	0	0
64759	2	0	1	3	0	1	0
64760	0	1	2	0	3	2	0
64761	2	1	1	1	2	1	0
64762	0	0	1	0	0	0	0
64763	1	3	0	1	1	1	1
64764	3	3	1	1	2	1	0
64765	0	1	1	2	2	0	0
64766	0	1	1	1	1	1	0
64767	1	3	1	3	2	1	0
64768	2	1	2	0	0	1	0
64769	1	0	1	0	2	0	0
64770	2	1	1	0	2	2	0
64771	0	1	1	0	1	1	0
64772	0	1	1	0	0	0	0
64773	0	0	1	2	0	0	0
64774	2	2	0	0	3	0	0
64775	0	1	0	0	3	2	0
64776	2	2	2	2	1	3	0
64777	2	3	1	1	1	3	0
64778	0	2	2	2	1	1	0
64779	0	1	0	1	3	2	0
64780	1	1	2	0	1	2	0
64781	1	1	1	1	0	0	0
64782	3	2	0	1	0	1	0
64783	0	0	0	1	2	1	0
64784	3	0	2	0	3	0	0
64785	0	0	2	1	2	0	0
64786	3	2	1	1	2	0	0
64787	2	0	0	2	1	1	0
64788	0	3	2	3	1	0	0
64789	0	0	0	0	1	0	0
64790	1	1	1	1	1	2	0
64791	0	1	0	0	2	3	0
64792	2	1	1	0	1	0	0
64793	1	1	1	1	2	3	0
64794	1	0	0	0	1	2	0
64795	3	1	3	0	0	0	0
64796	3	1	0	1	0	1	0
64797	1	1	2	1	0	0	0
64798	1	0	0	3	2	3	0
64799	1	2	2	0	1	2	0
64800	1	2	3	0	1	0	0
64801	1	0	0	0	0	1	0
64802	1	2	2	3	1	0	0
64803	3	0	0	2	1	1	0
64804	2	3	1	0	1	1	0
64805	1	3	1	0	2	1	0
64806	0	1	1	1	1	0	0
64807	2	0	2	0	2	2	0
64808	0	0	1	2	2	0	0
64809	2	2	0	0	1	1	0
64810	3	1	1	3	2	0	0
64811	0	3	0	2	0	0	1
64812	1	0	3	1	1	1	0
64813	3	0	0	0	0	2	0
64814	0	0	0	0	0	3	0
64815	1	1	1	1	2	1	0
64816	1	0	0	2	3	3	0
64817	0	0	1	0	0	1	0
64818	1	3	0	1	1	2	0
64819	1	1	0	1	2	1	0
64820	1	1	2	1	0	0	0
64821	1	1	1	1	0	1	0
64822	0	1	0	1	1	2	0
64823	1	1	2	2	0	1	0
64824	1	1	0	0	0	1	1
64825	0	1	1	1	0	1	0
64826	3	0	0	1	1	0	0
64827	2	1	0	0	1	2	0
64828	2	1	0	3	1	1	0
64829	1	0	1	1	2	0	0
64830	0	0	1	0	1	0	0
64831	0	1	0	1	1	1	0
64832	2	2	1	2	0	0	0
64833	0	0	2	1	2	1	0
64834	2	1	0	1	1	1	0
64835	0	0	1	0	0	1	0
64836	2	1	3	0	2	2	0
64837	1	0	1	2	0	1	0
64838	0	1	1	2	1	0	0
64839	0	2	2	0	1	0	0
64840	0	3	0	1	2	0	1
64841	1	1	0	3	1	0	0
64842	1	3	1	1	2	3	0
64843	2	2	2	0	2	1	0
64844	0	2	1	0	2	1	0
64845	1	3	2	0	1	0	0
64846	0	0	0	0	0	0	0
64847	1	0	1	2	1	0	0
64848	1	2	2	0	1	0	0
64849	2	0	1	0	2	0	0
64850	0	0	1	2	2	2	0
64851	1	2	1	0	0	0	0
64852	0	1	2	0	1	2	0
64853	0	1	1	0	1	1	0
64854	2	0	1	1	1	0	0
64855	0	0	0	1	2	1	0
64856	2	3	2	2	2	1	0
64857	0	0	0	0	2	0	0
64858	0	0	2	0	1	0	0
64859	1	1	0	0	0	0	1
64860	0	0	0	1	1	1	0
64861	0	1	0	1	1	1	0
64862	0	0	0	1	2	1	0
64863	1	2	1	3	2	0	0
64864	0	0	1	0	1	0	0
64865	1	1	1	2	0	2	0
64866	0	1	3	1	0	0	0
64867	0	1	1	0	0	1	0
64868	2	0	1	1	1	0	0
64869	1	2	1	0	0	1	0
64870	1	0	2	3	0	0	0
64871	1	3	0	1	1	0	0
64872	0	1	0	0	0	1	0
64873	2	0	1	0	1	2	0
64874	1	1	3	3	0	0	0
64875	0	2	1	2	0	2	0
64876	0	0	2	0	0	0	0
64877	1	0	1	0	0	0	0
64878	3	0	2	3	2	0	0
64879	0	1	0	0	2	0	0
64880	3	1	0	1	2	0	0
64881	0	1	0	2	0	0	0
64882	0	1	1	1	1	0	0
64883	0	1	2	1	0	1	0
64884	1	0	1	0	1	0	0
64885	1	0	3	0	1	0	0
64886	3	0	0	0	0	1	0
64887	0	1	0	0	0	0	0
64888	2	1	1	0	1	1	0
64889	2	1	1	2	0	1	0
64890	0	1	1	0	1	1	0
64891	1	2	3	1	0	0	0
64892	1	2	1	0	0	0	0
64893	0	1	1	0	0	1	0
64894	2	1	2	1	1	0	0
64895	2	2	2	2	1	2	0
64896	0	3	2	1	1	0	0
64897	1	2	2	0	1	0	0
64898	0	1	0	0	3	1	0
64899	0	2	1	2	0	2	0
64900	2	2	0	1	0	2	0
64901	2	3	1	1	1	0	0
64902	2	1	0	1	2	0	0
64903	0	0	0	0	3	1	0
64904	3	2	1	0	2	0	0
64905	3	2	0	0	1	0	0
64906	0	0	1	3	0	2	0
64907	1	2	0	1	0	1	0
64908	0	2	1	3	0	0	0
64909	2	3	1	3	0	1	0
64910	0	1	2	0	0	1	0
64911	2	0	0	1	2	1	0
64912	0	1	0	0	0	0	0
64913	0	1	1	0	0	1	0
64914	0	2	0	1	2	1	0
64915	2	3	1	0	3	1	0
64916	0	0	2	2	3	1	0
64917	1	0	0	1	2	1	0
64918	1	1	3	2	2	0	0
64919	2	1	2	1	2	0	0
64920	0	0	1	2	1	2	0
64921	3	0	3	1	1	1	0
64922	0	1	2	1	2	1	0
64923	0	3	1	3	0	0	0
64924	0	3	0	1	1	0	0
64925	2	1	3	0	3	0	0
64926	2	0	2	0	0	0	0
64927	2	0	0	1	1	2	0
64928	1	0	1	0	1	0	0
64929	1	0	0	0	1	1	0
64930	1	0	0	0	0	2	0
64931	1	2	0	0	1	1	0
64932	0	0	1	2	0	0	0
64933	1	2	0	0	1	0	1
64934	3	2	1	0	3	0	0
64935	0	1	1	2	2	1	0
64936	0	0	1	2	3	3	0
64937	1	1	0	0	3	0	0
64938	0	2	3	3	1	2	0
64939	1	0	1	3	0	1	0
64940	0	1	3	0	0	2	0
64941	0	1	0	1	0	0	1
64942	0	1	2	1	0	0	0
64943	3	0	1	1	0	1	0
64944	0	3	1	0	0	0	0
64945	3	1	0	0	1	2	0
64946	1	1	1	1	3	2	0
64947	0	1	2	2	2	1	0
64948	2	0	0	0	2	0	0
64949	1	3	1	0	3	0	0
64950	2	2	0	0	1	1	0
64951	2	1	3	3	2	0	0
64952	2	1	2	2	1	0	0
64953	0	0	1	1	1	1	0
64954	0	3	1	0	0	1	1
64955	1	0	0	1	0	3	0
64956	2	0	0	1	1	1	0
64957	1	2	0	0	0	1	0
64958	1	1	1	1	0	0	0
64959	0	0	2	2	0	1	0
64960	1	1	1	1	3	1	0
64961	1	0	1	0	1	1	0
64962	0	0	0	0	3	1	0
64963	0	2	0	0	1	2	1
64964	2	2	0	0	1	0	0
64965	2	2	0	1	2	2	0
64966	1	0	0	1	2	1	0
64967	1	1	1	0	3	1	0
64968	2	0	1	0	0	0	0
64969	0	1	2	1	1	2	0
64970	1	1	2	0	1	1	0
64971	1	0	0	1	1	0	0
64972	1	2	0	0	0	1	1
64973	1	0	0	2	2	1	0
64974	3	3	2	3	1	0	0
64975	0	1	1	1	2	0	0
64976	1	1	2	3	1	2	0
64977	0	0	2	1	1	3	0
64978	0	0	1	1	1	3	0
64979	2	0	1	1	1	3	0
64980	2	1	1	0	1	0	0
64981	3	0	0	1	1	1	0
64982	1	0	0	1	2	1	0
64983	0	0	1	0	0	3	0
64984	0	0	0	1	1	1	0
64985	3	1	1	0	1	1	0
64986	0	0	3	3	2	1	0
64987	1	2	3	0	1	0	0
64988	1	1	0	2	2	0	0
64989	3	0	1	0	0	2	0
64990	0	1	3	1	1	0	0
64991	1	1	1	3	2	0	0
64992	0	1	0	1	0	1	0
64993	2	1	1	2	1	1	0
64994	0	1	3	1	1	2	0
64995	2	0	0	2	2	1	0
64996	1	1	1	1	0	0	0
64997	1	1	0	0	0	3	0
64998	0	0	0	2	1	0	0
64999	1	1	0	0	1	0	0
65000	1	0	0	1	1	0	0
65001	1	1	0	2	1	0	0
65002	2	0	2	1	0	1	0
65003	2	1	0	0	1	1	0
65004	2	1	0	0	2	0	0
65005	1	0	1	0	0	0	0
65006	0	0	1	2	1	1	0
65007	2	0	0	0	1	1	0
65008	2	2	1	0	1	0	0
65009	3	0	2	0	0	1	0
65010	1	1	1	0	0	0	0
65011	1	1	0	1	1	1	0
65012	0	0	1	0	0	0	0
65013	1	1	1	1	1	0	0
65014	3	0	1	2	3	2	0
65015	1	1	0	1	1	0	0
65016	0	3	2	1	0	1	0
65017	1	1	0	1	1	0	0
65018	1	1	3	3	0	0	0
65019	2	2	1	1	1	0	0
65020	0	1	1	2	1	2	0
65021	0	0	1	0	2	1	0
65022	1	1	1	1	1	0	0
65023	0	1	2	2	2	1	0
65024	0	2	3	0	2	1	0
65025	1	0	0	1	1	0	0
65026	0	0	2	0	0	2	0
65027	0	0	0	0	1	1	0
65028	1	0	2	1	0	2	0
65029	0	0	1	1	0	3	0
65030	0	1	0	1	2	0	0
65031	2	2	2	0	0	0	0
65032	0	0	1	1	1	0	0
65033	2	1	0	2	1	0	0
65034	2	0	0	0	1	0	0
65035	0	2	1	0	1	1	0
65036	0	1	1	3	2	2	0
65037	0	3	3	0	0	0	0
65038	0	0	1	0	1	1	0
65039	0	0	2	0	0	0	0
65040	0	2	1	1	1	1	0
65041	1	0	0	1	2	0	0
65042	2	2	3	1	0	1	0
65043	0	0	3	0	3	1	0
65044	0	0	0	2	1	0	0
65045	1	1	1	1	1	2	0
65046	0	1	2	1	1	0	0
65047	1	3	1	2	0	3	0
65048	2	3	2	0	1	2	0
65049	1	0	0	1	3	2	0
65050	1	0	2	1	0	1	0
65051	0	1	0	1	2	2	0
65052	1	0	0	2	1	3	0
65053	1	3	1	0	2	0	0
65054	0	0	2	1	1	1	0
65055	0	1	1	2	1	2	0
65056	1	0	1	0	0	0	0
65057	0	0	0	1	1	2	0
65058	1	0	0	1	0	1	0
65059	0	0	0	0	0	0	0
65060	2	0	0	0	1	0	0
65061	2	2	3	1	0	1	0
65062	0	0	0	1	1	0	0
65063	1	2	1	1	3	2	0
65064	1	2	1	0	0	2	1
65065	0	0	1	2	0	0	0
65066	0	1	1	1	0	1	0
65067	1	2	3	2	0	2	0
65068	1	0	1	0	1	0	0
65069	1	1	2	3	0	1	0
65070	1	1	1	1	1	1	0
65071	1	0	0	0	3	2	0
65072	1	1	1	2	3	1	0
65073	1	2	1	0	0	0	0
65074	3	1	0	2	1	2	0
65075	1	1	2	1	0	2	0
65076	1	1	2	2	1	1	0
65077	1	2	1	2	2	0	0
65078	2	1	0	3	0	1	0
65079	0	0	2	1	1	2	0
65080	0	2	3	0	1	2	0
65081	1	1	0	0	0	1	0
65082	0	1	0	2	1	1	0
65083	0	1	0	3	0	0	0
65084	1	1	2	3	1	1	0
65085	1	0	0	1	1	0	0
65086	0	0	0	0	0	2	0
65087	0	1	1	3	0	0	0
65088	2	1	2	0	0	1	0
65089	0	0	2	0	0	0	0
65090	1	2	1	0	1	1	0
65091	2	0	1	1	1	1	0
65092	2	1	2	0	1	1	0
65093	2	1	0	0	1	1	0
65094	2	2	2	1	3	0	0
65095	3	3	0	0	1	3	0
65096	2	1	0	1	0	0	0
65097	0	1	0	0	3	0	0
65098	0	2	1	1	2	0	0
65099	1	0	0	1	1	0	0
65100	1	1	0	2	2	1	0
65101	1	1	0	0	0	3	0
65102	2	0	0	0	1	0	0
65103	1	0	0	2	2	2	0
65104	0	1	2	1	3	1	0
65105	2	1	0	3	3	1	0
65106	1	2	3	3	1	1	0
65107	1	1	0	0	1	0	0
65108	0	0	0	0	0	0	1
65109	1	0	1	3	1	1	0
65110	0	1	0	2	3	3	0
65111	0	0	2	3	1	2	0
65112	2	1	2	2	0	2	0
65113	0	2	1	0	3	2	0
65114	1	2	1	0	2	1	0
65115	3	0	0	3	0	0	0
65116	2	3	3	0	2	1	0
65117	2	2	0	0	1	0	1
65118	0	0	1	2	1	1	0
65119	0	3	0	0	3	0	0
65120	1	2	1	0	2	0	0
65121	0	0	0	0	1	0	0
65122	1	2	2	0	1	3	0
65123	0	1	0	1	0	1	0
65124	1	2	1	1	1	3	0
65125	1	1	1	0	0	0	0
65126	2	1	0	0	1	2	0
65127	3	0	1	1	1	0	0
65128	2	0	1	0	2	1	0
65129	0	1	1	1	1	0	0
65130	0	2	3	1	1	1	0
65131	1	1	3	2	2	1	0
65132	2	1	0	0	1	1	0
65133	0	2	1	1	0	1	0
65134	1	1	3	1	3	0	0
65135	0	2	3	0	0	2	0
65136	1	0	0	0	0	1	0
65137	0	2	0	3	1	0	0
65138	0	2	0	1	1	0	0
65139	0	1	0	1	2	1	0
65140	2	0	0	1	1	0	0
65141	0	0	0	1	0	2	0
65142	0	1	1	1	0	0	0
65143	1	1	1	1	2	2	0
65144	0	0	2	3	0	0	0
65145	1	0	1	1	0	1	0
65146	0	0	1	2	3	1	0
65147	1	1	1	0	1	2	0
65148	1	3	2	2	1	1	0
65149	3	1	2	0	3	1	0
65150	0	1	1	0	2	1	0
65151	2	1	2	0	1	0	0
65152	3	2	0	1	0	1	0
65153	1	0	2	0	1	1	0
65154	1	1	0	3	2	0	0
65155	2	0	0	0	1	1	0
65156	2	3	1	0	3	2	0
65157	1	3	1	0	0	1	1
65158	3	1	1	2	0	1	0
65159	0	0	0	1	1	3	0
65160	1	3	2	0	1	2	0
65161	0	2	2	0	1	1	0
65162	0	2	0	1	0	1	1
65163	2	2	3	0	0	1	0
65164	1	1	2	2	0	2	0
65165	2	1	1	2	1	0	0
65166	0	1	0	2	1	0	0
65167	1	2	1	0	2	1	0
65168	0	1	2	1	0	2	0
65169	0	0	1	0	0	1	0
65170	1	3	0	2	1	3	0
65171	0	0	1	1	1	0	0
65172	0	2	0	0	2	1	0
65173	0	2	1	2	1	0	0
65174	3	0	1	2	1	0	0
65175	1	0	1	0	1	1	0
65176	1	1	1	2	0	0	0
65177	1	1	1	0	0	3	0
65178	1	1	0	2	0	0	0
65179	0	2	2	3	1	1	0
65180	2	0	1	0	2	1	0
65181	1	1	1	2	0	0	0
65182	0	0	0	2	0	0	0
65183	0	2	1	0	1	0	0
65184	1	2	0	0	3	1	0
65185	1	0	1	3	0	0	0
65186	0	2	1	0	2	0	0
65187	1	0	0	0	2	1	0
65188	2	0	0	2	2	2	0
65189	1	1	1	0	1	1	0
65190	1	1	0	2	1	1	0
65191	1	1	3	2	0	2	0
65192	1	3	1	3	0	0	1
65193	1	3	2	1	3	2	0
65194	1	1	1	0	0	0	1
65195	3	0	1	1	1	0	0
65196	1	1	1	3	0	2	0
65197	1	3	1	2	3	3	0
65198	2	0	1	0	0	1	0
65199	0	2	0	1	0	1	0
65200	0	1	2	2	2	2	0
65201	1	2	0	1	0	2	1
65202	0	3	1	0	2	2	0
65203	2	1	1	0	1	1	0
65204	2	1	1	0	0	1	0
65205	2	2	0	0	1	2	0
65206	0	1	1	3	0	0	0
65207	2	0	0	0	1	1	0
65208	2	0	1	0	1	1	0
65209	1	1	3	2	3	1	0
65210	2	0	0	1	3	0	0
65211	1	0	1	3	0	1	0
65212	1	1	0	1	0	1	0
65213	3	2	2	2	2	0	0
65214	0	1	3	0	0	1	0
65215	0	2	1	1	2	1	0
65216	3	0	1	1	2	1	0
65217	2	0	3	2	0	1	0
65218	0	0	1	2	3	0	0
65219	0	2	2	1	2	2	0
65220	3	0	0	2	3	0	0
65221	0	2	0	0	1	0	1
65222	2	1	3	2	1	0	0
65223	1	1	2	1	1	1	0
65224	1	1	1	1	0	2	0
65225	0	2	1	3	3	2	0
65226	2	2	0	0	1	3	0
65227	1	0	2	1	0	2	0
65228	0	1	0	1	1	2	0
65229	1	0	3	0	0	1	0
65230	1	1	0	1	0	1	1
65231	0	1	1	2	2	1	0
65232	0	1	3	0	0	1	0
65233	0	3	1	1	0	0	0
65234	1	1	1	1	0	1	0
65235	1	1	0	1	3	2	0
65236	0	0	0	1	0	0	0
65237	2	2	1	0	1	1	0
65238	0	2	0	0	0	2	1
65239	1	1	2	1	1	1	0
65240	1	1	1	1	0	0	0
65241	0	1	1	0	1	1	0
65242	1	1	0	2	1	2	0
65243	3	3	0	0	0	1	1
65244	1	2	0	1	0	3	0
65245	0	3	0	0	1	0	1
65246	0	0	0	0	1	0	0
65247	2	0	1	0	0	0	0
65248	0	0	0	1	0	0	0
65249	0	0	0	1	1	0	0
65250	0	1	0	2	0	1	0
65251	1	2	0	0	2	0	0
65252	1	1	3	2	1	1	0
65253	1	2	1	2	1	1	0
65254	2	2	0	2	0	1	0
65255	1	2	1	0	1	2	0
65256	2	0	0	1	0	1	0
65257	0	3	2	1	1	2	0
65258	0	1	0	2	2	1	0
65259	0	2	1	1	1	1	0
65260	1	0	2	1	1	1	0
65261	2	3	0	1	0	1	0
65262	2	1	1	2	2	0	0
65263	0	2	3	2	2	2	0
65264	1	1	2	1	0	0	0
65265	0	1	0	0	1	1	0
65266	1	0	0	2	2	0	0
65267	0	0	0	2	2	0	0
65268	1	0	1	2	1	0	0
65269	2	3	2	0	1	3	0
65270	3	0	0	0	1	1	0
65271	0	3	2	1	0	3	1
65272	1	0	0	1	0	1	0
65273	1	2	0	1	3	1	0
65274	1	0	2	3	1	0	0
65275	2	1	2	0	2	2	0
65276	3	1	1	1	2	1	0
65277	2	2	2	2	2	0	0
65278	1	2	0	1	0	0	0
65279	0	2	2	0	1	0	0
65280	0	1	1	1	1	1	0
65281	1	3	2	3	2	0	0
65282	2	1	3	3	2	0	0
65283	0	1	1	2	1	0	0
65284	2	1	3	1	1	3	0
65285	0	0	0	1	2	1	0
65286	1	1	0	1	2	2	0
65287	2	1	1	2	0	0	0
65288	0	1	0	2	3	2	0
65289	0	0	2	0	1	1	0
65290	1	1	3	1	2	1	0
65291	1	1	3	2	1	2	0
65292	1	3	0	1	2	1	0
65293	1	0	1	1	0	3	0
65294	0	2	0	2	2	2	0
65295	1	1	2	1	1	3	0
65296	2	1	1	1	1	0	0
65297	1	2	0	0	0	1	0
65298	0	3	1	1	0	0	0
65299	2	0	2	1	1	1	0
65300	0	2	1	2	3	0	0
65301	2	1	1	2	1	2	0
65302	1	0	1	1	0	1	0
65303	0	3	0	1	0	0	1
65304	1	1	2	1	2	0	0
65305	0	0	2	1	2	1	0
65306	1	0	1	1	1	0	0
65307	0	2	1	1	1	0	0
65308	2	0	0	0	1	1	0
65309	2	0	0	0	0	2	0
65310	1	1	1	1	1	2	0
65311	0	0	0	0	1	3	0
65312	2	1	0	0	1	2	0
65313	1	0	2	1	0	1	0
65314	1	1	0	0	1	2	0
65315	1	1	0	2	1	1	0
65316	1	0	1	1	0	0	0
65317	1	3	0	0	2	1	0
65318	1	1	0	1	1	2	0
65319	1	3	0	1	2	1	0
65320	0	0	0	1	0	3	0
65321	1	0	0	2	1	0	0
65322	2	1	2	1	0	2	0
65323	0	1	0	2	0	1	0
65324	0	2	2	1	0	1	0
65325	2	0	1	1	1	2	0
65326	0	0	1	0	2	2	0
65327	0	1	1	0	2	0	0
65328	0	2	0	2	1	1	1
65329	2	1	2	0	1	1	0
65330	0	0	2	1	2	2	0
65331	0	0	0	2	3	0	0
65332	2	1	1	1	2	1	0
65333	0	0	0	0	1	1	0
65334	1	0	0	0	0	1	0
65335	1	0	2	0	0	0	0
65336	0	0	0	1	0	2	0
65337	0	2	0	0	1	2	1
65338	0	0	0	1	0	0	0
65339	1	0	1	1	0	1	0
65340	2	1	0	2	2	1	0
65341	0	1	1	2	0	0	0
65342	0	1	2	1	1	2	0
65343	0	0	0	2	0	1	0
65344	0	0	0	1	1	3	0
65345	0	3	1	0	1	0	0
65346	1	0	1	2	1	1	0
65347	0	1	3	1	1	1	0
65348	1	0	1	0	2	0	0
65349	0	0	1	1	1	1	0
65350	3	0	0	0	2	0	0
65351	1	0	3	0	1	3	0
65352	3	0	0	1	3	0	0
65353	1	3	1	2	0	1	0
65354	1	2	2	0	2	1	0
65355	3	2	0	0	0	2	1
65356	0	1	0	0	2	2	0
65357	0	0	2	0	1	0	0
65358	3	2	1	0	1	2	0
65359	1	0	1	1	1	2	0
65360	2	0	2	1	2	0	0
65361	1	1	0	1	0	0	0
65362	0	2	0	0	2	2	0
65363	0	0	0	0	3	3	0
65364	1	0	0	0	2	1	0
65365	0	0	2	1	3	0	0
65366	1	2	2	0	0	0	0
65367	0	0	0	1	1	1	0
65368	1	1	1	0	0	2	0
65369	1	0	0	3	1	0	0
65370	3	1	1	2	3	1	0
65371	1	1	1	0	2	2	0
65372	1	1	2	0	0	0	0
65373	1	1	2	0	1	0	0
65374	1	0	3	1	1	0	0
65375	2	1	0	0	1	1	0
65376	2	2	1	0	0	0	0
65377	3	2	0	3	0	1	0
65378	1	1	2	1	0	1	0
65379	0	0	1	1	0	2	0
65380	1	0	2	2	0	2	0
65381	0	2	2	0	0	3	0
65382	3	1	2	1	0	1	0
65383	1	1	0	1	1	1	0
65384	2	3	3	0	1	2	0
65385	1	0	0	3	1	3	0
65386	0	0	0	0	2	0	0
65387	0	1	1	0	1	0	0
65388	3	1	1	0	0	0	0
65389	1	0	1	2	1	0	0
65390	0	1	0	1	2	1	0
65391	2	1	1	1	1	0	0
65392	0	2	3	0	0	0	0
65393	2	1	0	1	0	0	1
65394	2	0	2	2	1	0	0
65395	3	2	2	1	3	1	0
65396	1	2	1	3	1	1	0
65397	1	1	0	1	1	3	0
65398	1	0	2	0	1	3	0
65399	1	3	0	1	0	0	1
65400	0	0	2	0	1	1	0
65401	1	2	3	3	2	0	0
65402	1	0	1	0	1	1	0
65403	0	0	2	1	1	1	0
65404	0	2	0	0	1	1	1
65405	1	0	0	0	3	2	0
65406	3	0	1	2	1	0	0
65407	0	2	1	1	0	1	0
65408	0	0	2	1	0	0	0
65409	1	0	0	0	1	1	0
65410	3	1	2	0	1	3	0
65411	1	0	0	2	1	3	0
65412	2	1	0	0	2	2	0
65413	0	2	1	3	1	1	0
65414	0	0	2	1	1	2	0
65415	2	0	0	0	2	0	0
65416	2	3	1	1	1	1	0
65417	0	2	1	1	2	0	0
65418	2	0	0	1	1	0	0
65419	0	2	0	0	0	2	1
65420	2	1	2	1	2	0	0
65421	0	1	0	0	1	0	0
65422	0	0	2	1	1	0	0
65423	1	0	1	2	2	2	0
65424	3	0	1	0	0	0	0
65425	0	0	1	1	0	2	0
65426	1	1	2	2	0	0	0
65427	0	0	0	0	1	1	0
65428	1	0	0	0	1	2	0
65429	1	0	1	1	2	3	0
65430	1	3	1	0	0	0	0
65431	1	1	0	1	2	2	0
65432	1	0	0	0	1	0	0
65433	1	0	2	0	0	0	0
65434	1	1	1	1	1	0	0
65435	2	0	0	0	2	0	0
65436	0	0	0	1	0	0	0
65437	0	0	0	1	0	1	0
65438	0	0	0	0	1	1	0
65439	0	0	2	1	0	2	0
65440	1	3	0	1	0	0	1
65441	1	0	0	2	3	0	0
65442	2	2	0	0	0	0	0
65443	0	2	0	2	1	0	0
65444	1	2	0	0	0	1	1
65445	1	2	1	0	1	1	0
65446	0	0	2	0	0	3	0
65447	1	1	0	3	0	0	0
65448	3	0	0	1	1	1	0
65449	1	3	0	0	2	1	0
65450	3	0	3	2	1	0	0
65451	0	1	1	0	2	3	0
65452	2	1	0	0	1	1	0
65453	1	1	0	0	1	1	0
65454	0	2	1	0	1	0	0
65455	1	0	1	1	0	0	0
65456	1	1	1	0	0	1	0
65457	1	1	2	0	2	0	0
65458	1	0	0	1	0	0	0
65459	2	0	0	0	1	1	0
65460	1	1	1	2	1	0	0
65461	0	2	0	2	2	1	0
65462	1	0	1	0	1	2	0
65463	0	2	1	2	1	0	0
65464	1	3	0	0	2	1	0
65465	0	1	2	1	2	1	0
65466	1	0	0	0	1	1	0
65467	1	2	0	2	0	1	0
65468	1	1	0	1	0	1	0
65469	0	1	1	3	0	1	0
65470	1	1	0	2	0	1	0
65471	2	0	0	0	1	2	0
65472	0	0	1	0	3	1	0
65473	0	2	0	1	0	0	1
65474	1	3	3	1	1	0	0
65475	0	0	0	0	2	0	0
65476	2	3	1	1	0	2	1
65477	0	0	1	0	0	1	0
65478	2	1	0	0	0	0	0
65479	2	0	0	0	0	0	0
65480	2	2	0	1	2	2	0
65481	0	0	0	1	2	0	0
65482	1	0	1	2	1	0	0
65483	1	1	0	1	0	2	0
65484	0	1	1	0	2	0	0
65485	3	0	0	0	1	0	0
65486	1	1	2	1	1	1	0
65487	1	1	2	0	2	1	0
65488	0	1	0	1	1	0	0
65489	2	0	1	2	2	0	0
65490	2	0	1	1	0	0	0
65491	0	1	1	1	3	2	0
65492	1	0	1	2	2	0	0
65493	1	1	2	0	1	1	0
65494	2	2	1	1	0	0	0
65495	0	3	0	1	0	2	1
65496	0	0	1	0	2	0	0
65497	0	2	0	1	0	1	1
65498	0	0	1	2	3	3	0
65499	0	1	2	0	0	2	0
65500	2	1	2	1	1	0	0
65501	0	0	1	2	0	2	0
65502	0	2	1	0	2	3	0
65503	1	2	0	1	1	3	0
65504	0	0	1	1	2	3	0
65505	0	0	3	0	0	0	0
65506	0	1	1	2	2	2	0
65507	0	1	0	1	1	1	0
65508	0	0	2	0	0	0	0
65509	1	2	2	3	0	1	0
65510	1	0	0	0	0	0	0
65511	2	0	2	0	1	1	0
65512	0	2	2	2	0	0	0
65513	3	0	2	0	2	1	0
65514	0	1	1	1	0	0	0
65515	1	0	0	2	0	1	0
65516	1	1	0	0	2	1	0
65517	1	2	2	0	2	3	0
65518	0	1	0	0	0	1	0
65519	0	0	0	2	0	3	0
